move_const	move_name	type	category	power	accuracy	pp	priority	effect	target	flags	description	source_file	source_line	confidence
MOVE_FREEZING_GLARE	Freezing Glare	TYPE_PSYCHIC	SPECIAL	90	100	10	0	EFFECT_HIT	SELECTED	NONE	Shoots psychic power from  the eyes. May frostbite.	src/data/moves_info.h	18585	Measured
MOVE_FIERY_WRATH	Fiery Wrath	TYPE_DARK	SPECIAL	90	100	10	0	EFFECT_HIT	BOTH	NONE	An attack fueled by your  wrath. May cause flinching.	src/data/moves_info.h	18615	Measured
MOVE_THUNDEROUS_KICK	Thunderous Kick	TYPE_FIGHTING	PHYSICAL	90	100	10	0	EFFECT_HIT	SELECTED	makesContact,kickingMove	Uses a lightning-like kick  to hit. Lowers foe's Defense.	src/data/moves_info.h	18641	Measured
MOVE_GLACIAL_LANCE	Glacial Lance	TYPE_ICE	PHYSICAL	120	100	5	0	EFFECT_HIT	BOTH	NONE	Hurls a blizzard-cloaked  icicle lance at foes.	src/data/moves_info.h	18669	Measured
MOVE_ASTRAL_BARRAGE	Astral Barrage	TYPE_GHOST	SPECIAL	120	100	5	0	EFFECT_HIT	BOTH	NONE	Sends a frightful amount  of small ghosts at foes.	src/data/moves_info.h	18691	Measured
MOVE_EERIE_SPELL	Eerie Spell	TYPE_PSYCHIC	SPECIAL	80	100	5	0	EFFECT_HIT	SELECTED	soundMove	Attacks with psychic power.  Foe's last move has 3 PP cut.	src/data/moves_info.h	18713	Measured
MOVE_DIRE_CLAW	Dire Claw	TYPE_POISON	PHYSICAL	80	100	15	0	EFFECT_HIT	SELECTED	makesContact	High critical hit chance. May  paralyze, poison or drowse.	src/data/moves_info.h	18740	Measured
MOVE_PSYSHIELD_BASH	Psyshield Bash	TYPE_PSYCHIC	PHYSICAL	70	100	10	0	EFFECT_HIT	SELECTED	makesContact	Hits a foe with psychic  energy. May raise Defense.	src/data/moves_info.h	18762	Measured
MOVE_POWER_SHIFT	Power Shift	TYPE_NORMAL	STATUS	0	0	10	0	EFFECT_POWER_TRICK	USER	ignoresProtect	The user swaps its Attack  and Defense stats.	src/data/moves_info.h	18785	Measured
MOVE_STONE_AXE	Stone Axe	TYPE_ROCK	PHYSICAL	65	90	15	0	EFFECT_HIT	SELECTED	makesContact,slicingMove	High critical hit ratio. Sets  Splinters that hurt the foe.	src/data/moves_info.h	18806	Measured
MOVE_SPRINGTIDE_STORM	Springtide Storm	TYPE_FAIRY	SPECIAL	100	90	5	0	EFFECT_HIT	BOTH	windMove	Wraps a foe in fierce winds.  Varies with the user's form.	src/data/moves_info.h	18829	Measured
MOVE_MYSTICAL_POWER	Mystical Power	TYPE_PSYCHIC	SPECIAL	70	100	10	0	EFFECT_HIT	SELECTED	NONE	A mysterious power strikes,  raising the user's Sp. Atk.	src/data/moves_info.h	18852	Measured
MOVE_RAGING_FURY	Raging Fury	TYPE_FIRE	PHYSICAL	120	100	10	0	EFFECT_HIT	RANDOM	NONE	A rampage of 2 to 3 turns  that confuses the user.	src/data/moves_info.h	18874	Measured
MOVE_WAVE_CRASH	Wave Crash	TYPE_WATER	PHYSICAL	120	100	10	0	EFFECT_HIT	SELECTED	makesContact,recoil:33	A slam shrouded in water.  It also hurts the user.	src/data/moves_info.h	18896	Measured
MOVE_CHLOROBLAST	Chloroblast	TYPE_GRASS	SPECIAL	120	100	15	0	EFFECT_MAX_HP_50_RECOIL	SELECTED	NONE	A user-hurting blast of  amassed chlorophyll.	src/data/moves_info.h	18916	Measured
MOVE_MOUNTAIN_GALE	Mountain Gale	TYPE_ICE	PHYSICAL	120	90	5	0	EFFECT_HIT	SELECTED	NONE	Giant chunks of ice damage  the foe. It may flinch.	src/data/moves_info.h	18933	Measured
MOVE_VICTORY_DANCE	Victory Dance	TYPE_FIGHTING	STATUS	0	0	20	0	EFFECT_VICTORY_DANCE	USER	ignoresProtect,danceMove	Dances to raise Attack,  Defense and Speed.	src/data/moves_info.h	18954	Measured
MOVE_HEADLONG_RUSH	Headlong Rush	TYPE_GROUND	PHYSICAL	120	100	5	0	EFFECT_HIT	SELECTED	makesContact,punchingMove	Hits with a full-body tackle.  Lowers the users's defenses.	src/data/moves_info.h	18975	Measured
MOVE_BARB_BARRAGE	Barb Barrage	TYPE_POISON	PHYSICAL	60	100	15	0	EFFECT_DOUBLE_POWER_ON_ARG_STATUS	SELECTED	NONE	Can poison on impact. Powers  up against statused foes.	src/data/moves_info.h	18998	Measured
MOVE_ESPER_WING	Esper Wing	TYPE_PSYCHIC	SPECIAL	80	100	10	0	EFFECT_HIT	SELECTED	criticalHitStage:1	High critical hit ratio.  Ups the user's Speed.	src/data/moves_info.h	19020	Measured
MOVE_BITTER_MALICE	Bitter Malice	TYPE_GHOST	SPECIAL	60	100	15	0	EFFECT_DOUBLE_POWER_ON_ARG_STATUS	SELECTED	NONE	Hex that may leave  target Frostbitten.	src/data/moves_info.h	19043	Measured
MOVE_SHELTER	Shelter	TYPE_STEEL	STATUS	0	0	10	0	EFFECT_DEFENSE_UP_2	USER	ignoresProtect	The user hardens their skin,  sharply raising its Defense.	src/data/moves_info.h	19065	Measured
MOVE_TRIPLE_ARROWS	Triple Arrows	TYPE_FIGHTING	PHYSICAL	90	100	15	0	EFFECT_HIT	SELECTED	kickingMove,criticalHitStage:1	High critical hit ratio.  May lower Defense or flinch.	src/data/moves_info.h	19085	Measured
MOVE_INFERNAL_PARADE	Infernal Parade	TYPE_GHOST	SPECIAL	60	100	15	0	EFFECT_DOUBLE_POWER_ON_ARG_STATUS	SELECTED	NONE	Hurts a foe harder if it has  an ailment. May leave a burn.	src/data/moves_info.h	19112	Measured
MOVE_CEASELESS_EDGE	Ceaseless Edge	TYPE_DARK	PHYSICAL	65	90	15	0	EFFECT_HIT	SELECTED	makesContact,slicingMove	High critical hit ratio. Sets  Splinters that hurt the foe.	src/data/moves_info.h	19134	Measured
MOVE_BLEAKWIND_STORM	Bleakwind Storm	TYPE_FLYING	SPECIAL	100	90	10	0	EFFECT_RAIN_ALWAYS_HIT	BOTH	windMove	Hits with brutal, cold winds.  May lower the foe's Speed.	src/data/moves_info.h	19157	Measured
MOVE_WILDBOLT_STORM	Wildbolt Storm	TYPE_ELECTRIC	SPECIAL	100	90	10	0	EFFECT_RAIN_ALWAYS_HIT	BOTH	windMove	Hits with a brutal tempest.  May inflict paralysis.	src/data/moves_info.h	19179	Measured
MOVE_SANDSEAR_STORM	Sandsear Storm	TYPE_GROUND	SPECIAL	100	90	10	0	EFFECT_RAIN_ALWAYS_HIT	BOTH	windMove	Hits with brutally hot sand.  May inflict a burn.	src/data/moves_info.h	19201	Measured
MOVE_LUNAR_BLESSING	Lunar Blessing	TYPE_PSYCHIC	STATUS	0	0	10	0	EFFECT_JUNGLE_HEALING	USER	ignoresProtect,healingMove	The user heals and cures  itself and its ally.	src/data/moves_info.h	19223	Measured
MOVE_TAKE_HEART	Take Heart	TYPE_PSYCHIC	STATUS	0	0	10	0	EFFECT_TAKE_HEART	USER	ignoresProtect	The user lifts its spirits to  heal and strengthen itself.	src/data/moves_info.h	19244	Measured
MOVE_TERA_BLAST	Tera Blast	TYPE_NORMAL	SPECIAL	80	100	10	0	EFFECT_TERA_BLAST	SELECTED	NONE	If the user's Terastallized,  it hits with its Tera-type.	src/data/moves_info.h	19264	Measured
MOVE_SILK_TRAP	Silk Trap	TYPE_BUG	STATUS	0	0	5	4	EFFECT_PROTECT	USER	ignoresProtect	Protects itself, lowering  Speed on contact.	src/data/moves_info.h	19286	Measured
MOVE_AXE_KICK	Axe Kick	TYPE_FIGHTING	PHYSICAL	120	90	10	0	EFFECT_RECOIL_IF_MISS	SELECTED	makesContact,kickingMove	May miss and hurt the kicker.  May cause confusion.	src/data/moves_info.h	19306	Measured
MOVE_LAST_RESPECTS	Last Respects	TYPE_GHOST	PHYSICAL	50	100	10	0	EFFECT_LAST_RESPECTS	SELECTED	NONE	This move deals more damage  for each defeated ally.	src/data/moves_info.h	19329	Measured
MOVE_LUMINA_CRASH	Lumina Crash	TYPE_PSYCHIC	SPECIAL	80	100	10	0	EFFECT_HIT	SELECTED	NONE	A mind-affecting light  harshly lowers Sp. Def.	src/data/moves_info.h	19347	Measured
MOVE_ORDER_UP	Order Up	TYPE_DRAGON	PHYSICAL	80	100	10	0	EFFECT_ORDER_UP	SELECTED	NONE	Boosts a user's stats  depending on Tatsugiri.	src/data/moves_info.h	19368	Measured
MOVE_JET_PUNCH	Jet Punch	TYPE_WATER	PHYSICAL	60	100	15	1	EFFECT_HIT	SELECTED	makesContact,punchingMove	A punch is thrown at blinding  speed to strike first.	src/data/moves_info.h	19392	Measured
MOVE_SPICY_EXTRACT	Spicy Extract	TYPE_GRASS	STATUS	0	0	15	0	EFFECT_SPICY_EXTRACT	SELECTED	NONE	Sharply ups target's Attack,  harshly lowers its Defense.	src/data/moves_info.h	19412	Measured
MOVE_SPIN_OUT	Spin Out	TYPE_STEEL	PHYSICAL	110	100	5	0	EFFECT_HIT	SELECTED	makesContact	Furiously strains its legs.  Harshly lowers user's Speed.	src/data/moves_info.h	19431	Measured
MOVE_POPULATION_BOMB	Population Bomb	TYPE_NORMAL	PHYSICAL	20	90	10	0	EFFECT_POPULATION_BOMB	SELECTED	makesContact,slicingMove,strikeCount:10	The user's fellows hit one  to ten times in a row.	src/data/moves_info.h	19454	Measured
MOVE_ICE_SPINNER	Ice Spinner	TYPE_ICE	PHYSICAL	80	100	15	0	EFFECT_HIT_SET_REMOVE_TERRAIN	SELECTED	makesContact	Ice-covered feet hit a foe  and destroy the terrain.	src/data/moves_info.h	19475	Measured
MOVE_GLAIVE_RUSH	Glaive Rush	TYPE_DRAGON	PHYSICAL	120	100	5	0	EFFECT_GLAIVE_RUSH	SELECTED	makesContact	Foe attacks next turn can't  miss and do double damage.	src/data/moves_info.h	19495	Measured
MOVE_REVIVAL_BLESSING	Revival Blessing	TYPE_NORMAL	STATUS	0	0	1	0	EFFECT_REVIVAL_BLESSING	USER	ignoresProtect,healingMove	Revives a fainted party {PKMN}  and restores half of its HP.	src/data/moves_info.h	19513	Measured
MOVE_SALT_CURE	Salt Cure	TYPE_ROCK	PHYSICAL	40	100	15	0	EFFECT_HIT	SELECTED	NONE	Hurts foe every turn. Double  damage to Steel and Water.	src/data/moves_info.h	19535	Measured
MOVE_TRIPLE_DIVE	Triple Dive	TYPE_WATER	PHYSICAL	40	90	10	0	EFFECT_HIT	SELECTED	makesContact,strikeCount:3	Hits target with splashes  of water 3 times in a row.	src/data/moves_info.h	19557	Measured
MOVE_MORTAL_SPIN	Mortal Spin	TYPE_POISON	PHYSICAL	30	100	15	0	EFFECT_HIT	BOTH	makesContact	Erases trap moves and Leech  Seed. Poisons adjacent foes.	src/data/moves_info.h	19576	Measured
MOVE_DOODLE	Doodle	TYPE_NORMAL	STATUS	0	100	10	0	EFFECT_DOODLE	SELECTED	ignoresProtect	Changes user's and ally's  Ability into the target's.	src/data/moves_info.h	19602	Measured
MOVE_FILLET_AWAY	Fillet Away	TYPE_NORMAL	STATUS	0	0	10	0	EFFECT_FILLET_AWAY	USER	ignoresProtect	Sharply boosts offenses and  Speed by using its own HP.	src/data/moves_info.h	19622	Measured
MOVE_KOWTOW_CLEAVE	Kowtow Cleave	TYPE_DARK	PHYSICAL	85	0	10	0	EFFECT_HIT	SELECTED	makesContact,slicingMove	User slashes the foe after  kowtowing. It never misses.	src/data/moves_info.h	19644	Measured
MOVE_FLOWER_TRICK	Flower Trick	TYPE_GRASS	PHYSICAL	70	0	10	0	EFFECT_HIT	SELECTED	alwaysCriticalHit	Rigged bouquet. Always gets  a critical hit, never missing.	src/data/moves_info.h	19663	Measured
MOVE_TORCH_SONG	Torch Song	TYPE_FIRE	SPECIAL	80	100	10	0	EFFECT_HIT	SELECTED	soundMove	Flames scorch the target.  Boosts the user's Sp. Atk.	src/data/moves_info.h	19681	Measured
MOVE_AQUA_STEP	Aqua Step	TYPE_WATER	PHYSICAL	80	100	10	0	EFFECT_HIT	SELECTED	makesContact,danceMove,kickingMove	Hits with light, fluid dance  steps. Ups the user's Speed.	src/data/moves_info.h	19705	Measured
MOVE_RAGING_BULL	Raging Bull	TYPE_NORMAL	PHYSICAL	90	100	10	0	EFFECT_RAGING_BULL	SELECTED	makesContact	Tackle that breaks barriers.  User's form determines type.	src/data/moves_info.h	19730	Measured
MOVE_MAKE_IT_RAIN	Make It Rain	TYPE_STEEL	SPECIAL	120	100	5	0	EFFECT_HIT	BOTH	NONE	Lowers the user's Sp. Atk.  Money is recovered after.	src/data/moves_info.h	19749	Measured
MOVE_RUINATION	Ruination	TYPE_DARK	SPECIAL	1	100	10	0	EFFECT_SUPER_FANG	SELECTED	NONE	Summons a ruinous disaster  and cuts half the foe's HP.	src/data/moves_info.h	19774	Measured
MOVE_COLLISION_COURSE	Collision Course	TYPE_FIGHTING	PHYSICAL	100	100	5	0	EFFECT_COLLISION_COURSE	SELECTED	makesContact	Prehistoric explosion that's  stronger if super effective.	src/data/moves_info.h	19792	Measured
MOVE_ELECTRO_DRIFT	Electro Drift	TYPE_ELECTRIC	SPECIAL	100	100	5	0	EFFECT_COLLISION_COURSE	SELECTED	makesContact	Futuristic electricity. It's  stronger if super effective.	src/data/moves_info.h	19811	Measured
MOVE_SHED_TAIL	Shed Tail	TYPE_NORMAL	STATUS	0	0	10	0	EFFECT_SHED_TAIL	USER	ignoresProtect	Creates a Substitute for  itself before switching out.	src/data/moves_info.h	19830	Measured
MOVE_CHILLY_RECEPTION	Chilly Reception	TYPE_ICE	STATUS	0	0	10	0	EFFECT_CHILLY_RECEPTION	ALL_BATTLERS	ignoresProtect	Bad joke summons snowstorm.  The user also switches out.	src/data/moves_info.h	19851	Measured
MOVE_TIDY_UP	Tidy Up	TYPE_NORMAL	STATUS	0	0	10	0	EFFECT_TIDY_UP	USER	ignoresProtect	User tidies up hazards and  raises its Attack and Speed.	src/data/moves_info.h	19872	Measured
MOVE_SNOWSCAPE	Snowscape	TYPE_ICE	STATUS	0	0	10	0	EFFECT_SNOWSCAPE	ALL_BATTLERS	ignoresProtect	Summons a snowstorm that  lasts for five turns.	src/data/moves_info.h	19892	Measured
MOVE_POUNCE	Pounce	TYPE_BUG	PHYSICAL	60	100	20	0	EFFECT_HIT	SELECTED	makesContact	The user pounces on the foe,  lowering its Speed.	src/data/moves_info.h	19913	Measured
MOVE_TRAILBLAZE	Trailblaze	TYPE_GRASS	PHYSICAL	50	100	20	0	EFFECT_HIT	SELECTED	makesContact	The user attacks suddenly,  raising its Speed.	src/data/moves_info.h	19936	Measured
MOVE_CHILLING_WATER	Chilling Water	TYPE_WATER	SPECIAL	50	100	20	0	EFFECT_HIT	SELECTED	NONE	A shower with ice-cold water  lowers the target's Attack.	src/data/moves_info.h	19960	Measured
MOVE_HYPER_DRILL	Hyper Drill	TYPE_NORMAL	PHYSICAL	100	100	5	0	EFFECT_HIT	SELECTED	makesContact,ignoresProtect	A spinning pointed part  bypasses a foe's Protect.	src/data/moves_info.h	19982	Measured
MOVE_TWIN_BEAM	Twin Beam	TYPE_PSYCHIC	SPECIAL	50	100	10	0	EFFECT_HIT	SELECTED	strikeCount:2	Mystical eye-beams that hit  the target twice in a row.	src/data/moves_info.h	20002	Measured
MOVE_RAGE_FIST	Rage Fist	TYPE_GHOST	PHYSICAL	50	100	10	0	EFFECT_RAGE_FIST	SELECTED	makesContact,punchingMove	The more the user has been  hit, the stronger the move.	src/data/moves_info.h	20021	Measured
MOVE_ARMOR_CANNON	Armor Cannon	TYPE_FIRE	SPECIAL	120	100	5	0	EFFECT_HIT	SELECTED	pulseMove	A strong attack but lowers  the defensive stats.	src/data/moves_info.h	20041	Measured
MOVE_BITTER_BLADE	Bitter Blade	TYPE_FIRE	PHYSICAL	90	100	10	0	EFFECT_ABSORB	SELECTED	makesContact,slicingMove,healingMove	An attack that absorbs  half the damage inflicted.	src/data/moves_info.h	20064	Measured
MOVE_DOUBLE_SHOCK	Double Shock	TYPE_ELECTRIC	PHYSICAL	120	100	5	0	EFFECT_FAIL_IF_NOT_ARG_TYPE	SELECTED	makesContact	Discharges all electricity,  losing the Electric type.	src/data/moves_info.h	20085	Measured
MOVE_GIGATON_HAMMER	Gigaton Hammer	TYPE_STEEL	PHYSICAL	160	100	5	0	EFFECT_HIT	SELECTED	cantUseTwice	Swings a huge hammer. Can't  be used twice in a row.	src/data/moves_info.h	20109	Measured
MOVE_COMEUPPANCE	Comeuppance	TYPE_DARK	PHYSICAL	1	100	10	0	EFFECT_METAL_BURST	DEPENDS	makesContact	Retaliates strongly against  who last hurt the user.	src/data/moves_info.h	20127	Measured
MOVE_AQUA_CUTTER	Aqua Cutter	TYPE_WATER	PHYSICAL	70	100	20	0	EFFECT_HIT	SELECTED	slicingMove,criticalHitStage:1	Pressurized water cut with a  high critical-hit ratio.	src/data/moves_info.h	20147	Measured
MOVE_BLAZING_TORQUE	Blazing Torque	TYPE_FIRE	PHYSICAL	80	100	10	0	EFFECT_HIT	SELECTED	NONE	---	src/data/moves_info.h	20166	Measured
MOVE_WICKED_TORQUE	Wicked Torque	TYPE_DARK	PHYSICAL	80	100	10	0	EFFECT_HIT	SELECTED	NONE	---	src/data/moves_info.h	20195	Measured
MOVE_NOXIOUS_TORQUE	Noxious Torque	TYPE_POISON	PHYSICAL	100	100	10	0	EFFECT_HIT	SELECTED	NONE	---	src/data/moves_info.h	20224	Measured
MOVE_COMBAT_TORQUE	Combat Torque	TYPE_FIGHTING	PHYSICAL	100	100	10	0	EFFECT_HIT	SELECTED	NONE	---	src/data/moves_info.h	20253	Measured
MOVE_MAGICAL_TORQUE	Magical Torque	TYPE_FAIRY	PHYSICAL	100	100	10	0	EFFECT_HIT	SELECTED	NONE	---	src/data/moves_info.h	20282	Measured
MOVE_PSYBLADE	Psyblade	TYPE_PSYCHIC	PHYSICAL	80	100	15	0	EFFECT_PSYBLADE	SELECTED	makesContact,slicingMove	This move's power increases  when on Electric Terrain.	src/data/moves_info.h	20311	Measured
MOVE_HYDRO_STEAM	Hydro Steam	TYPE_WATER	SPECIAL	80	100	15	0	EFFECT_HYDRO_STEAM	SELECTED	thawsUser	This move's power increases  under harsh sunlight.	src/data/moves_info.h	20330	Measured
MOVE_BLOOD_MOON	Blood Moon	TYPE_NORMAL	SPECIAL	140	100	5	0	EFFECT_HIT	SELECTED	cantUseTwice	Unleashes the blood moon.  Can't be used twice in a row.	src/data/moves_info.h	20348	Measured
MOVE_MATCHA_GOTCHA	Matcha Gotcha	TYPE_GRASS	SPECIAL	80	100	15	0	EFFECT_ABSORB	BOTH	thawsUser	Absorbs half the damage  inflicted. May cause a burn.	src/data/moves_info.h	20366	Measured
MOVE_SYRUP_BOMB	Syrup Bomb	TYPE_GRASS	SPECIAL	60	85	10	0	EFFECT_HIT	SELECTED	ballisticMove	Lowers the foe's speed  each turn for 3 turns.	src/data/moves_info.h	20391	Measured
MOVE_IVY_CUDGEL	Ivy Cudgel	TYPE_GRASS	PHYSICAL	100	100	10	0	EFFECT_IVY_CUDGEL	SELECTED	criticalHitStage:1	Type changes with held mask.  High critical-hit ratio.	src/data/moves_info.h	20414	Measured
MOVE_ELECTRO_SHOT	Electro Shot	TYPE_ELECTRIC	SPECIAL	130	100	10	0	EFFECT_TWO_TURNS_ATTACK	SELECTED	NONE	Gathers electricity, then  fires a high-voltage shot.	src/data/moves_info.h	20433	Measured
MOVE_TERA_STARSTORM	Tera Starstorm	TYPE_NORMAL	SPECIAL	120	100	5	0	EFFECT_TERA_STARSTORM	SELECTED	NONE	In Terapagos's Stellar  Form, it hits all foes.	src/data/moves_info.h	20457	Measured
MOVE_FICKLE_BEAM	Fickle Beam	TYPE_DRAGON	SPECIAL	80	100	5	0	EFFECT_FICKLE_BEAM	SELECTED	NONE	Shoots a beam of light.  Sometimes twice as strong.	src/data/moves_info.h	20478	Measured
MOVE_BURNING_BULWARK	Burning Bulwark	TYPE_FIRE	STATUS	0	0	5	4	EFFECT_PROTECT	USER	ignoresProtect	Evades attack, and burns  the foe if struck.	src/data/moves_info.h	20495	Measured
MOVE_THUNDERCLAP	Thunderclap	TYPE_ELECTRIC	SPECIAL	70	100	5	1	EFFECT_SUCKER_PUNCH	SELECTED	NONE	NONE	src/data/moves_info.h	20518	Measured
MOVE_MIGHTY_CLEAVE	Mighty Cleave	TYPE_ROCK	PHYSICAL	90	100	5	0	EFFECT_HIT	SELECTED	makesContact,ignoresProtect,slicingMove	NONE	src/data/moves_info.h	20533	Measured
MOVE_TACHYON_CUTTER	Tachyon Cutter	TYPE_STEEL	SPECIAL	50	0	10	0	EFFECT_HIT	SELECTED	slicingMove,strikeCount:2	Launches particle blades at  the target. Strikes twice.	src/data/moves_info.h	20551	Measured
MOVE_HARD_PRESS	Hard Press	TYPE_STEEL	PHYSICAL	100	100	10	0	EFFECT_POWER_BASED_ON_TARGET_HP	SELECTED	makesContact	NONE	src/data/moves_info.h	20570	Measured
MOVE_DRAGON_CHEER	Dragon Cheer	TYPE_DRAGON	STATUS	0	0	15	0	EFFECT_DRAGON_CHEER	ALLY	ignoresSubstitute	Increases allies' critical hit  ratio, especially if Dragons.	src/data/moves_info.h	20586	Measured
MOVE_ALLURING_VOICE	Alluring Voice	TYPE_FAIRY	SPECIAL	80	100	10	0	EFFECT_HIT	SELECTED	soundMove,ignoresSubstitute	Confuses foe if its stats  were boosted this turn.	src/data/moves_info.h	20604	Measured
MOVE_TEMPER_FLARE	Temper Flare	TYPE_FIRE	PHYSICAL	75	100	10	0	EFFECT_STOMPING_TANTRUM	SELECTED	makesContact	A desperation attack. Power  doubles if last move failed.	src/data/moves_info.h	20628	Measured
MOVE_SUPERCELL_SLAM	Supercell Slam	TYPE_ELECTRIC	PHYSICAL	120	95	15	0	EFFECT_RECOIL_IF_MISS	SELECTED	makesContact	An electrified slam. If it  misses, the user is hurt.	src/data/moves_info.h	20646	Measured
MOVE_PSYCHIC_NOISE	Psychic Noise	TYPE_PSYCHIC	SPECIAL	75	100	10	0	EFFECT_HIT	SELECTED	soundMove,ignoresSubstitute	Unpleasant sound waves that  damage and prevent healing.	src/data/moves_info.h	20665	Measured
MOVE_UPPER_HAND	Upper Hand	TYPE_FIGHTING	PHYSICAL	65	100	15	3	EFFECT_UPPER_HAND	SELECTED	makesContact	Makes the target flinch if  readying a priority move.	src/data/moves_info.h	20688	Measured
MOVE_MALIGNANT_CHAIN	Malignant Chain	TYPE_POISON	SPECIAL	100	100	5	0	EFFECT_HIT	SELECTED	NONE	A corrosive chain attack  that may Toxic.	src/data/moves_info.h	20710	Measured
MOVE_BREAKNECK_BLITZ	Breakneck Blitz	TYPE_NORMAL	PHYSICAL,    //determined from move type	1	0	1	0	EFFECT_HIT	SELECTED	NONE	NONE	src/data/moves_info.h	20734	Measured
MOVE_ALL_OUT_PUMMELING	All Out Pummeling	TYPE_FIGHTING	PHYSICAL	1	0	1	0	EFFECT_HIT	SELECTED	NONE	NONE	src/data/moves_info.h	20748	Measured
MOVE_SUPERSONIC_SKYSTRIKE	Supersonic Skystrike	TYPE_FLYING	PHYSICAL	1	0	1	0	EFFECT_HIT	SELECTED	NONE	NONE	src/data/moves_info.h	20762	Measured
MOVE_ACID_DOWNPOUR	Acid Downpour	TYPE_POISON	PHYSICAL	1	0	1	0	EFFECT_HIT	SELECTED	NONE	NONE	src/data/moves_info.h	20776	Measured
MOVE_TECTONIC_RAGE	Tectonic Rage	TYPE_GROUND	PHYSICAL	1	0	1	0	EFFECT_HIT	SELECTED	NONE	NONE	src/data/moves_info.h	20790	Measured
MOVE_CONTINENTAL_CRUSH	Continental Crush	TYPE_ROCK	PHYSICAL	1	0	1	0	EFFECT_HIT	SELECTED	NONE	NONE	src/data/moves_info.h	20805	Measured
MOVE_SAVAGE_SPIN_OUT	Savage Spin Out	TYPE_BUG	PHYSICAL	1	0	1	0	EFFECT_HIT	SELECTED	NONE	NONE	src/data/moves_info.h	20819	Measured
MOVE_NEVER_ENDING_NIGHTMARE	Never Ending Nightmare	TYPE_GHOST	PHYSICAL	1	0	1	0	EFFECT_HIT	SELECTED	NONE	NONE	src/data/moves_info.h	20833	Measured
MOVE_CORKSCREW_CRASH	Corkscrew Crash	TYPE_STEEL	PHYSICAL	1	0	1	0	EFFECT_HIT	SELECTED	NONE	NONE	src/data/moves_info.h	20847	Measured
MOVE_INFERNO_OVERDRIVE	Inferno Overdrive	TYPE_FIRE	PHYSICAL	1	0	1	0	EFFECT_HIT	SELECTED	NONE	NONE	src/data/moves_info.h	20861	Measured
MOVE_HYDRO_VORTEX	Hydro Vortex	TYPE_WATER	PHYSICAL	1	0	1	0	EFFECT_HIT	SELECTED	NONE	NONE	src/data/moves_info.h	20875	Measured
MOVE_BLOOM_DOOM	Bloom Doom	TYPE_GRASS	PHYSICAL	1	0	1	0	EFFECT_HIT	SELECTED	NONE	NONE	src/data/moves_info.h	20889	Measured
MOVE_GIGAVOLT_HAVOC	Gigavolt Havoc	TYPE_ELECTRIC	PHYSICAL	1	0	1	0	EFFECT_HIT	SELECTED	NONE	NONE	src/data/moves_info.h	20903	Measured
MOVE_SHATTERED_PSYCHE	Shattered Psyche	TYPE_PSYCHIC	PHYSICAL	1	0	1	0	EFFECT_HIT	SELECTED	NONE	NONE	src/data/moves_info.h	20917	Measured
MOVE_SUBZERO_SLAMMER	Subzero Slammer	TYPE_ICE	PHYSICAL	1	0	1	0	EFFECT_HIT	SELECTED	NONE	NONE	src/data/moves_info.h	20931	Measured
MOVE_DEVASTATING_DRAKE	Devastating Drake	TYPE_DRAGON	PHYSICAL	1	0	1	0	EFFECT_HIT	SELECTED	NONE	NONE	src/data/moves_info.h	20945	Measured
MOVE_BLACK_HOLE_ECLIPSE	Black Hole Eclipse	TYPE_DARK	PHYSICAL	1	0	1	0	EFFECT_HIT	SELECTED	NONE	NONE	src/data/moves_info.h	20959	Measured
MOVE_TWINKLE_TACKLE	Twinkle Tackle	TYPE_FAIRY	PHYSICAL	1	0	1	0	EFFECT_HIT	SELECTED	NONE	NONE	src/data/moves_info.h	20973	Measured
MOVE_CATASTROPIKA	Catastropika	TYPE_ELECTRIC	PHYSICAL	210	0	1	0	EFFECT_HIT	SELECTED	NONE	NONE	src/data/moves_info.h	20987	Measured
MOVE_10000000_VOLT_THUNDERBOLT	10,000,000 Volt Thunderbolt	TYPE_ELECTRIC	SPECIAL	195	0	1	0	EFFECT_HIT	SELECTED	criticalHitStage:2	NONE	src/data/moves_info.h	21001	Measured
MOVE_STOKED_SPARKSURFER	Stoked Sparksurfer	TYPE_ELECTRIC	SPECIAL	175	0	1	0	EFFECT_HIT	SELECTED	NONE	NONE	src/data/moves_info.h	21016	Measured
MOVE_EXTREME_EVOBOOST	Extreme Evoboost	TYPE_NORMAL	STATUS	0	0	1	0	EFFECT_EXTREME_EVOBOOST	USER	NONE	NONE	src/data/moves_info.h	21034	Measured
MOVE_PULVERIZING_PANCAKE	Pulverizing Pancake	TYPE_NORMAL	PHYSICAL	210	0	1	0	EFFECT_HIT	SELECTED	NONE	NONE	src/data/moves_info.h	21048	Measured
MOVE_GENESIS_SUPERNOVA	Genesis Supernova	TYPE_PSYCHIC	SPECIAL	185	0	1	0	EFFECT_HIT_SET_REMOVE_TERRAIN	SELECTED	NONE	NONE	src/data/moves_info.h	21062	Measured
MOVE_SINISTER_ARROW_RAID	Sinister Arrow Raid	TYPE_GHOST	PHYSICAL	180	0	1	0	EFFECT_HIT	SELECTED	NONE	NONE	src/data/moves_info.h	21077	Measured
MOVE_MALICIOUS_MOONSAULT	Malicious Moonsault	TYPE_DARK	PHYSICAL	180	0	1	0	EFFECT_HIT	SELECTED	NONE	NONE	src/data/moves_info.h	21091	Measured
