species_const	species_name	checkpoint	primary_role	hybrid_role	top3	ceiling_fit	floor_fit	replacement_fit	vorp	tier	investment_delta	S	T	Y	F	track	ability	nature	item	item_reliable	moves	bst	earliest_cp	availability_confidence	entry_reason	matrix_score	confidence	item_dependence	unreliable_best_item	cant_miss
SPECIES_PERSIAN_ALOLA	Persian-Alola	13	revenge_killer	wallbreaker_phys	revenge_killer:0.5151;wallbreaker_phys:0.4987	0.5151	0.5574	0.7825	-0.2674	F	-0.0423	0.952	0.133	1.0	0.251	mixed	ABILITY_FUR_COAT	Naive	ITEM_BLACK_GLASSES	TRUE	Foul Play,Dark Pulse,Gunk Shot,Thunder	420	4	Derived	evolution:EVO_LEVEL@28:from SPECIES_MEOWTH_ALOLA	0.1389	Derived	0.0978	ITEM_CHOICE_BAND	FALSE
SPECIES_PALAFIN_ZERO	Palafin-Zero	13	revenge_killer	NA	revenge_killer:0.4398	0.4398	0.6177	0.7825	-0.3427	F	-0.1779	0.854	0.067	0.75	0.251	support	ABILITY_ZERO_TO_HERO	Calm	ITEM_BERRY_JUICE	TRUE	Hydro Pump,Surf,Liquidation,Dive	457	7	Derived	evolution:EVO_LEVEL@38:from SPECIES_FINIZEN	0.1111	Derived	0.2767	ITEM_LIFE_ORB	FALSE
SPECIES_WIGLETT	Wiglett	13	revenge_killer	weather_terrain_setter	revenge_killer:0.3686;weather_terrain_setter:0.3641	0.3686	0.5283	0.7825	-0.4139	F	-0.1597	0.826	0.067	0.75	0.09	support	ABILITY_GOOEY	Calm	ITEM_BERRY_JUICE	TRUE	Hydro Pump,Rain Dance,Memento,Surf	245	4	Asserted	wild	0.0139	Derived	0.1152	ITEM_CHOICE_BAND	FALSE
SPECIES_BAYLEEF	Bayleef	13	screens_setter	NA	screens_setter:0.6902;tank:0.6391;special_wall:0.622	0.6902	0.6252	0.632	0.0582	C	0.065	0.536	1.0	0.167	0.6	support	ABILITY_OVERGROW	Calm	ITEM_BERRY_JUICE	TRUE	Solar Blade,Synthesis,Reflect,Light Screen	405	2	Derived	evolution:EVO_LEVEL@16:from SPECIES_CHIKORITA	0.2361	Derived	0.0	NA	TRUE
SPECIES_MEDICHAM	Medicham	13	screens_setter	NA	screens_setter:0.687;special_wall:0.6115;mixed_wall:0.608	0.687	0.5483	0.632	0.055	C	0.1387	0.503	1.0	0.167	0.6	support	ABILITY_HUGE_POWER	Calm	ITEM_BERRY_JUICE	TRUE	Focus Punch,Recover,Light Screen,Reflect	410	7	Derived	evolution:EVO_LEVEL@37:from SPECIES_MEDITITE	0.3056	Derived	0.0263	ITEM_CHOICE_SPECS	TRUE
SPECIES_JIGGLYPUFF	Jigglypuff	13	screens_setter	NA	screens_setter:0.6851;special_wall:0.557	0.6851	0.0	0.632	0.0531	C	0.6851	0.485	1.0	0.167	0.6	support	ABILITY_CUTE_CHARM	Calm	ITEM_BERRY_JUICE	TRUE	Double-Edge,Rest,Light Screen,Reflect	270	1	Inferred	evolution:EVO_FRIENDSHIP:0:from SPECIES_IGGLYBUFF	0.2778	Derived	0.0	NA	TRUE
SPECIES_LEDYBA	Ledyba	13	screens_setter	NA	screens_setter:0.675;special_wall:0.5632	0.675	0.3788	0.632	0.043	C	0.2962	0.383	1.0	0.167	0.6	support	ABILITY_SWARM	Calm	ITEM_BERRY_JUICE	TRUE	Bug Buzz,Light Screen,Reflect,Roost	265	11	Derived	wild	0.125	Derived	0.0	NA	FALSE
SPECIES_STARYU	Staryu	13	screens_setter	NA	screens_setter:0.6707;special_wall:0.5328	0.6707	0.5132	0.632	0.0387	C	0.1575	0.174	1.0	0.333	0.6	support	ABILITY_ILLUMINATE	Calm	ITEM_BERRY_JUICE	TRUE	Hydro Pump,Recover,Light Screen,Reflect	340	3	Asserted	wild	0.4028	Derived	0.0285	ITEM_LIFE_ORB	FALSE
SPECIES_CHIKORITA	Chikorita	13	screens_setter	NA	screens_setter:0.6688;special_wall:0.548	0.6688	0.6038	0.632	0.0368	C	0.065	0.321	1.0	0.167	0.6	support	ABILITY_OVERGROW	Calm	ITEM_BERRY_JUICE	TRUE	Leaf Storm,Synthesis,Reflect,Light Screen	318	1	Measured	starter:game_start	0.0972	Derived	0.0	NA	FALSE
SPECIES_MEDITITE	Meditite	13	screens_setter	NA	screens_setter:0.6541;special_wall:0.5071	0.6541	0.2895	0.632	0.0221	C	0.3646	0.174	1.0	0.167	0.6	support	ABILITY_HUGE_POWER	Calm	ITEM_BERRY_JUICE	TRUE	Focus Punch,Recover,Light Screen,Reflect	280	3	Asserted	wild	0.2361	Derived	0.0	NA	FALSE
SPECIES_FLITTLE	Flittle	13	screens_setter	NA	screens_setter:0.6386;special_wall:0.4607	0.6386	0.0	0.632	0.0066	C	0.6386	0.02	1.0	0.167	0.6	support	ABILITY_SPEED_BOOST	Calm	ITEM_BERRY_JUICE	TRUE	Psychic,Light Screen,Reflect,Roost	255	13	Asserted	wild	0.1667	Derived	0.0	NA	FALSE
SPECIES_ROWLET	Rowlet	13	screens_setter	special_wall	screens_setter:0.627;special_wall:0.6066;hazard_remover:0.357	0.627	0.4749	0.632	-0.005	D	0.1521	0.436	0.8	0.333	0.6	support	ABILITY_OVERGROW	Calm	ITEM_BERRY_JUICE	TRUE	Brave Bird,Synthesis,Light Screen,Defog	320	1	Measured	starter:game_start	0.3333	Derived	0.0	NA	FALSE
SPECIES_SWOOBAT	Swoobat	13	screens_setter	tank	screens_setter:0.6222;tank:0.613;revenge_killer:0.3835	0.6222	0.5879	0.632	-0.0098	D	0.0343	0.555	0.8	0.167	0.6	support	ABILITY_UNAWARE	Calm	ITEM_BERRY_JUICE	TRUE	Future Sight,Light Screen,Reflect,Defog	443	3	Inferred	evolution:EVO_FRIENDSHIP:0:from SPECIES_WOOBAT	0.2083	Derived	0.1105	ITEM_LIFE_ORB	FALSE
SPECIES_SERVINE	Servine	13	screens_setter	NA	screens_setter:0.617	0.617	0.0	0.632	-0.015	D	0.617	0.503	0.8	0.167	0.6	support	ABILITY_OVERGROW	Calm	ITEM_BERRY_JUICE	TRUE	Leaf Storm,Leech Seed,Light Screen,Reflect	413	2	Derived	evolution:EVO_LEVEL@16:from SPECIES_SNIVY	0.0833	Derived	0.0	NA	FALSE
SPECIES_PINECO	Pineco	13	screens_setter	hazard_setter	screens_setter:0.6161;hazard_setter:0.6086	0.6161	0.0	0.632	-0.0159	D	0.6161	0.494	0.8	0.167	0.6	support	ABILITY_STURDY	Calm	ITEM_BERRY_JUICE	TRUE	Bug Buzz,Spikes,Light Screen,Reflect	290	7	Asserted	wild	0.1528	Derived	0.0326	ITEM_CHOICE_BAND	FALSE
SPECIES_AZUMARILL	Azumarill	13	screens_setter	weather_terrain_setter	screens_setter:0.6081;weather_terrain_setter:0.5631	0.6081	0.4973	0.632	-0.0239	D	0.1108	0.789	0.55	0.667	0.6	support	ABILITY_THICK_FAT	Calm	ITEM_BERRY_JUICE	TRUE	Hydro Pump,Light Screen,Snowscape,Misty Explosion	420	3	Asserted	wild	0.5417	Derived	0.1951	ITEM_LIFE_ORB	FALSE
SPECIES_MIME_JR	Mime Jr.	13	screens_setter	NA	screens_setter:0.6074	0.6074	0.0	0.632	-0.0246	D	0.6074	0.408	0.8	0.167	0.6	support	ABILITY_SOUNDPROOF	Calm	ITEM_BERRY_JUICE	TRUE	Future Sight,Light Screen,Reflect,Substitute	310	9	Asserted	wild	0.2083	Derived	0.0674	ITEM_LIFE_ORB	FALSE
SPECIES_MORGREM	Morgrem	13	screens_setter	NA	screens_setter:0.6073	0.6073	0.5637	0.632	-0.0247	D	0.0436	0.406	0.8	0.167	0.6	support	ABILITY_PRANKSTER	Calm	ITEM_BERRY_JUICE	TRUE	Foul Play,Light Screen,Reflect,Play Rough	370	4	Derived	evolution:EVO_LEVEL@27:from SPECIES_IMPIDIMP	0.2778	Derived	0.0339	ITEM_LIFE_ORB	FALSE
SPECIES_TURTWIG	Turtwig	13	screens_setter	special_wall	screens_setter:0.6057;special_wall:0.5591	0.6057	0.3126	0.632	-0.0263	D	0.2931	0.39	0.8	0.167	0.6	support	ABILITY_SHELL_ARMOR	Calm	ITEM_BERRY_JUICE	TRUE	Leaf Storm,Leech Seed,Synthesis,Light Screen	318	1	Measured	starter:game_start	0.1389	Derived	0.0	NA	FALSE
SPECIES_SOBBLE	Sobble	13	screens_setter	NA	screens_setter:0.5995	0.5995	0.467	0.632	-0.0325	D	0.1325	0.161	0.8	0.333	0.6	support	ABILITY_TORRENT	Calm	ITEM_BERRY_JUICE	TRUE	Surf,Light Screen,Reflect,Liquidation	310	1	Measured	starter:game_start	0.0833	Derived	0.0	NA	FALSE
SPECIES_WOOBAT	Woobat	13	screens_setter	NA	screens_setter:0.5994;hazard_remover:0.3294	0.5994	0.4849	0.632	-0.0326	D	0.1145	0.327	0.8	0.167	0.6	support	ABILITY_UNAWARE	Calm	ITEM_BERRY_JUICE	TRUE	Future Sight,Light Screen,Reflect,Defog	323	3	Asserted	wild	0.1528	Derived	0.0	NA	FALSE
SPECIES_BALTOY	Baltoy	13	screens_setter	weather_terrain_setter	screens_setter:0.5978;weather_terrain_setter:0.5528	0.5978	0.3778	0.632	-0.0342	D	0.22	0.311	0.8	0.167	0.6	support	ABILITY_LEVITATE	Calm	ITEM_BERRY_JUICE	TRUE	Earthquake,Sandstorm,Light Screen,Reflect	300	6	Asserted	wild	0.0833	Derived	0.0	NA	FALSE
SPECIES_TADBULB	Tadbulb	13	screens_setter	weather_terrain_setter	screens_setter:0.5976;weather_terrain_setter:0.5526	0.5976	0.4946	0.632	-0.0344	D	0.103	0.309	0.8	0.167	0.6	support	ABILITY_OWN_TEMPO	Calm	ITEM_BERRY_JUICE	TRUE	Zap Cannon,Electric Terrain,Light Screen,Reflect	272	6	Asserted	wild	0.1389	Derived	0.0	NA	FALSE
SPECIES_SNIVY	Snivy	13	screens_setter	NA	screens_setter:0.5913	0.5913	0.0	0.632	-0.0407	D	0.5913	0.247	0.8	0.167	0.6	support	ABILITY_OVERGROW	Calm	ITEM_BERRY_JUICE	TRUE	Leaf Storm,Leech Seed,Light Screen,Reflect	308	1	Measured	starter:game_start	0.0556	Derived	0.0	NA	FALSE
SPECIES_BOUNSWEET	Bounsweet	13	screens_setter	weather_terrain_setter	screens_setter:0.5787;weather_terrain_setter:0.5337	0.5787	0.0	0.632	-0.0533	D	0.5787	0.121	0.8	0.167	0.6	support	ABILITY_LEAF_GUARD	Calm	ITEM_BERRY_JUICE	TRUE	Solar Beam,Light Screen,Reflect,Sunny Day	210	1	Asserted	wild	0.0	Derived	0.0	NA	FALSE
SPECIES_MARILL	Marill	13	screens_setter	weather_terrain_setter	screens_setter:0.5698;weather_terrain_setter:0.5248	0.5698	0.4373	0.632	-0.0622	D	0.1325	0.407	0.55	0.667	0.6	support	ABILITY_THICK_FAT	Calm	ITEM_BERRY_JUICE	TRUE	Hydro Pump,Light Screen,Snowscape,Misty Explosion	250	3	Asserted	wild	0.3056	Derived	0.0514	ITEM_CHOICE_SPECS	FALSE
SPECIES_SWINUB	Swinub	13	screens_setter	NA	screens_setter:0.5661;phazer:0.3636	0.5661	0.0	0.632	-0.0659	D	0.5661	0.161	0.8	0.0	0.6	support	ABILITY_OBLIVIOUS	Calm	ITEM_BERRY_JUICE	TRUE	Blizzard,Roar,Light Screen,Reflect	250	1	Measured	starter:game_start	0.1111	Derived	0.0	NA	FALSE
SPECIES_TENTACOOL	Tentacool	13	screens_setter	hazard_setter	screens_setter:0.5603;hazard_setter:0.5528;weather_terrain_setter:0.5153	0.5603	0.5101	0.632	-0.0717	D	0.0502	0.478	0.55	0.5	0.6	support	ABILITY_CLEAR_BODY	Calm	ITEM_BERRY_JUICE	TRUE	Hydro Pump,Toxic Spikes,Reflect,Snowscape	335	3	Asserted	wild	0.1111	Derived	0.1027	ITEM_CHOICE_SPECS	FALSE
SPECIES_PIDGEY	Pidgey	13	screens_setter	physical_wall	screens_setter:0.5591;physical_wall:0.527;special_wall:0.4523	0.5591	0.5641	0.632	-0.0729	D	-0.005	0.091	0.8	0.0	0.6	support	ABILITY_FRISK	Calm	ITEM_BERRY_JUICE	TRUE	Brave Bird,Whirlwind,Roost,Reflect	251	1	Asserted	wild	0.3333	Derived	0.0	NA	FALSE
SPECIES_DOLLIV	Dolliv	13	screens_setter	weather_terrain_setter	screens_setter:0.5284;weather_terrain_setter:0.4834	0.5284	0.5291	0.632	-0.1036	F	-0.0007	0.493	0.55	0.167	0.6	support	ABILITY_EARLY_BIRD	Calm	ITEM_BERRY_JUICE	TRUE	Solar Beam,Grassy Terrain,Leech Seed,Light Screen	354	3	Derived	evolution:EVO_LEVEL@23:from SPECIES_SMOLIV	0.0833	Derived	0.1045	ITEM_CHOICE_SPECS	FALSE
SPECIES_NIDORINO	Nidorino	13	screens_setter	hazard_setter	screens_setter:0.5208;hazard_setter:0.5133;weather_terrain_setter:0.4758	0.5208	0.4258	0.632	-0.1112	F	0.095	0.416	0.55	0.167	0.6	support	ABILITY_POISON_TOUCH	Calm	ITEM_BERRY_JUICE	TRUE	Sludge Bomb,Toxic Spikes,Reflect,Sunny Day	365	2	Derived	evolution:EVO_LEVEL@16:from SPECIES_NIDORAN_M	0.2083	Derived	0.0	NA	FALSE
SPECIES_PSYDUCK	Psyduck	13	screens_setter	weather_terrain_setter	screens_setter:0.5193;weather_terrain_setter:0.4743	0.5193	0.0	0.632	-0.1127	F	0.5193	0.234	0.55	0.333	0.6	support	ABILITY_DAMP	Calm	ITEM_BERRY_JUICE	TRUE	Hydro Pump,Light Screen,Snowscape,Rain Dance	320	4	Asserted	wild	0.1111	Derived	0.1517	ITEM_CHOICE_SPECS	FALSE
SPECIES_FEEBAS	Feebas	13	screens_setter	weather_terrain_setter	screens_setter:0.5125;weather_terrain_setter:0.4675	0.5125	0.0	0.632	-0.1195	F	0.5125	0.166	0.55	0.333	0.6	support	ABILITY_SWIFT_SWIM	Calm	ITEM_BERRY_JUICE	TRUE	Surf,Light Screen,Snowscape,Rain Dance	200	6	Asserted	wild	0.0	Derived	0.0	NA	FALSE
SPECIES_NIDORAN_F	Nidoran-F	13	screens_setter	hazard_setter	screens_setter:0.5108;hazard_setter:0.5033;weather_terrain_setter:0.4658	0.5108	0.0	0.632	-0.1212	F	0.5108	0.317	0.55	0.167	0.6	support	ABILITY_POISON_TOUCH	Calm	ITEM_BERRY_JUICE	TRUE	Sludge Bomb,Toxic Spikes,Reflect,Sunny Day	275	1	Asserted	wild	0.1389	Derived	0.0	NA	FALSE
SPECIES_JOLTIK	Joltik	13	screens_setter	weather_terrain_setter	screens_setter:0.5029;weather_terrain_setter:0.4579	0.5029	0.5126	0.632	-0.1291	F	-0.0097	0.238	0.55	0.167	0.6	support	ABILITY_COMPOUND_EYES	Calm	ITEM_BERRY_JUICE	TRUE	Bug Buzz,Light Screen,Rain Dance,Thunderbolt	319	1	Asserted	wild	0.2361	Derived	0.106	ITEM_LIFE_ORB	FALSE
SPECIES_SNORUNT	Snorunt	13	screens_setter	weather_terrain_setter	screens_setter:0.4863;weather_terrain_setter:0.4413	0.4863	0.3538	0.632	-0.1457	F	0.1325	0.238	0.55	0.0	0.6	support	ABILITY_INNER_FOCUS	Calm	ITEM_BERRY_JUICE	TRUE	Blizzard,Snowscape,Light Screen,Rain Dance	300	7	Asserted	wild	0.1944	Derived	0.0319	ITEM_LIFE_ORB	FALSE
SPECIES_VANILLITE	Vanillite	13	screens_setter	weather_terrain_setter	screens_setter:0.4856;weather_terrain_setter:0.4406	0.4856	0.3531	0.632	-0.1464	F	0.1325	0.231	0.55	0.0	0.6	support	ABILITY_ICE_BODY	Calm	ITEM_BERRY_JUICE	TRUE	Blizzard,Light Screen,Rain Dance,Ice Beam	305	7	Asserted	wild	0.2083	Derived	0.0868	ITEM_LIFE_ORB	FALSE
SPECIES_GIMMIGHOUL_ROAMING	Gimmighoul-Roaming	13	setup_sweeper	NA	setup_sweeper:0.516	0.516	0.0	0.9073	-0.3913	F	0.516	0.662	0.8	0.917	0.133	special	ABILITY_RUN_AWAY	Timid	ITEM_BLACK_GLASSES	TRUE	Shadow Ball,Power Gem,Nasty Plot,Hex	300	13	Asserted	wild	0.1111	Derived	0.0169	ITEM_LIFE_ORB	FALSE
SPECIES_NICKIT	Nickit	13	setup_sweeper	NA	setup_sweeper:0.4074	0.4074	0.4512	0.9073	-0.4999	F	-0.0438	0.293	0.8	0.833	0.123	special	ABILITY_RUN_AWAY	Modest	ITEM_BLACK_GLASSES	TRUE	Dark Pulse,Hone Claws,Snarl	245	1	Asserted	wild	0.0556	Derived	0.004	ITEM_LIFE_ORB	FALSE
SPECIES_FRILLISH	Frillish	13	special_wall	NA	special_wall:0.7546;physical_wall:0.6883;status_spreader:0.6707	0.7546	0.5598	0.7932	-0.0386	D	0.1948	0.543	0.75	0.667	0.947	support	ABILITY_WATER_ABSORB	Calm	ITEM_BERRY_JUICE	TRUE	Water Spout,Recover,Rain Dance,Will-O-Wisp	335	4	Asserted	wild	0.3056	Derived	0.0	NA	FALSE
SPECIES_FOONGUS	Foongus	13	special_wall	physical_wall	special_wall:0.6692;physical_wall:0.6465;status_spreader:0.6277	0.6692	0.5402	0.7932	-0.124	F	0.129	0.437	0.75	0.333	0.921	support	ABILITY_EFFECT_SPORE	Calm	ITEM_BERRY_JUICE	TRUE	Solar Beam,Toxic,Synthesis,Rage Powder	294	7	Asserted	wild	0.2222	Derived	0.0	NA	FALSE
SPECIES_SKIPLOOM	Skiploom	13	special_wall	physical_wall	special_wall:0.6691;physical_wall:0.6366;status_spreader:0.6233	0.6691	0.0	0.7932	-0.1241	F	0.6691	0.408	0.75	0.333	0.942	support	ABILITY_CHLOROPHYLL	Calm	ITEM_BERRY_JUICE	TRUE	Solar Beam,Synthesis,Sleep Powder,Leech Seed	340	2	Derived	evolution:EVO_LEVEL@16:from SPECIES_HOPPIP	0.2361	Derived	0.0	NA	FALSE
SPECIES_LINOONE_GALAR	Linoone-Galar	13	special_wall	physical_wall	special_wall:0.6631;physical_wall:0.6594;speed_control:0.6547	0.6631	0.3708	0.7932	-0.1301	F	0.2923	0.56	0.75	0.167	0.888	support	ABILITY_PICKUP	Calm	ITEM_BERRY_JUICE	TRUE	Double-Edge,Rest,Thunder Wave,Sunny Day	420	2	Derived	evolution:EVO_LEVEL@16:from SPECIES_ZIGZAGOON_GALAR	0.2431	Derived	0.0	NA	FALSE
SPECIES_MONFERNO	Monferno	13	special_wall	physical_wall	special_wall:0.6474;physical_wall:0.6438;status_spreader:0.6228	0.6474	0.3459	0.7932	-0.1458	F	0.3015	0.385	0.75	0.333	0.896	support	ABILITY_BLAZE	Calm	ITEM_BERRY_JUICE	TRUE	Focus Punch,Slack Off,Will-O-Wisp,Stealth Rock	405	2	Derived	evolution:EVO_LEVEL@16:from SPECIES_CHIMCHAR	0.3194	Derived	0.0104	ITEM_LIFE_ORB	FALSE
SPECIES_BULBASAUR	Bulbasaur	13	special_wall	status_spreader	special_wall:0.646;status_spreader:0.6154;physical_wall:0.6131	0.646	0.4088	0.7932	-0.1472	F	0.2372	0.325	0.75	0.333	0.935	support	ABILITY_OVERGROW	Calm	ITEM_BERRY_JUICE	TRUE	Leaf Storm,Leech Seed,Sleep Powder,Synthesis	318	1	Measured	starter:game_start	0.25	Derived	0.0	NA	FALSE
SPECIES_SHELLOS_WEST	Shellos-West	13	special_wall	NA	special_wall:0.6416;weather_terrain_setter:0.5087	0.6416	0.6227	0.7932	-0.1516	F	0.0189	0.546	0.5	0.333	0.943	support	ABILITY_STICKY_HOLD	Calm	ITEM_BERRY_JUICE	TRUE	Hydro Pump,Rain Dance,Recover,Snowscape	325	1	Asserted	wild	0.1667	Derived	0.0952	ITEM_CHOICE_SPECS	FALSE
SPECIES_SHELLOS_EAST	Shellos-East	13	special_wall	NA	special_wall:0.6416;weather_terrain_setter:0.5087	0.6416	0.6227	0.7932	-0.1516	F	0.0189	0.546	0.5	0.333	0.943	support	ABILITY_STICKY_HOLD	Calm	ITEM_BERRY_JUICE	TRUE	Hydro Pump,Rain Dance,Recover,Snowscape	325	15	Asserted	wild	0.1667	Derived	0.0952	ITEM_CHOICE_SPECS	FALSE
SPECIES_DUCKLETT	Ducklett	13	special_wall	NA	special_wall:0.613;weather_terrain_setter:0.5034;hazard_remover:0.2784	0.613	0.6409	0.7932	-0.1802	F	-0.0279	0.359	0.5	0.5	0.924	support	ABILITY_FRISK	Calm	ITEM_BERRY_JUICE	TRUE	Brave Bird,Defog,Roost,Rain Dance	305	3	Asserted	wild	0.25	Derived	0.0611	ITEM_LIFE_ORB	FALSE
SPECIES_YANMA	Yanma	13	special_wall	physical_wall	special_wall:0.6127;physical_wall:0.6083;status_spreader:0.6001	0.6127	0.4461	0.7932	-0.1805	F	0.1666	0.325	0.75	0.167	0.911	support	ABILITY_SPEED_BOOST	Calm	ITEM_BERRY_JUICE	TRUE	Bug Buzz,Hypnosis,Defog,Roost	390	7	Asserted	wild	0.1667	Derived	0.0386	ITEM_LIFE_ORB	FALSE
SPECIES_NACLSTACK	Naclstack	13	special_wall	hazard_setter	special_wall:0.6094;hazard_setter:0.5665;weather_terrain_setter:0.529	0.6094	0.479	0.7932	-0.1838	F	0.1304	0.451	0.5	0.5	0.848	support	ABILITY_PURIFYING_SALT	Calm	ITEM_BERRY_JUICE	TRUE	Stone Edge,Recover,Stealth Rock,Sunny Day	355	3	Derived	evolution:EVO_LEVEL@23:from SPECIES_NACLI	0.2361	Derived	0.0	NA	FALSE
SPECIES_FINNEON	Finneon	13	special_wall	NA	special_wall:0.5875;weather_terrain_setter:0.4844;hazard_remover:0.2594	0.5875	0.3976	0.7932	-0.2057	F	0.1899	0.341	0.5	0.333	0.935	support	ABILITY_SWIFT_SWIM	Calm	ITEM_BERRY_JUICE	TRUE	Hydro Pump,Rain Dance,Defog,Roost	330	4	Asserted	wild	0.1389	Derived	0.0498	ITEM_CHOICE_SPECS	FALSE
SPECIES_QUAXLY	Quaxly	13	special_wall	NA	special_wall:0.5477;weather_terrain_setter:0.4761	0.5477	0.0	0.7932	-0.2455	F	0.5477	0.246	0.5	0.333	0.889	support	ABILITY_TORRENT	Calm	ITEM_BERRY_JUICE	TRUE	Hydro Pump,Roost,Rain Dance,Surf	310	1	Measured	starter:game_start	0.0833	Derived	0.0372	ITEM_CHOICE_BAND	FALSE
SPECIES_SKIDDO	Skiddo	13	special_wall	NA	special_wall:0.5437	0.5437	0.2918	0.7932	-0.2495	F	0.2519	0.433	0.5	0.167	0.816	support	ABILITY_SAP_SIPPER	Calm	ITEM_BERRY_JUICE	TRUE	Solar Beam,Leech Seed,Synthesis,Milk Drink	350	12	Asserted	wild	0.0833	Derived	0.0003	ITEM_CHOICE_BAND	FALSE
SPECIES_SWABLU	Swablu	13	special_wall	NA	special_wall:0.53;weather_terrain_setter:0.4566;hazard_remover:0.2316	0.53	0.0	0.7932	-0.2632	F	0.53	0.391	0.5	0.0	0.878	support	ABILITY_NATURAL_CURE	Calm	ITEM_BERRY_JUICE	TRUE	Take Down,Defog,Roost,Sunny Day	310	7	Asserted	wild	0.0556	Derived	0.0052	ITEM_CHOICE_BAND	FALSE
SPECIES_RELLOR	Rellor	13	special_wall	NA	special_wall:0.5181	0.5181	0.0	0.7932	-0.2751	F	0.5181	0.218	0.5	0.167	0.896	support	ABILITY_COMPOUND_EYES	Calm	ITEM_BERRY_JUICE	TRUE	Bug Buzz,Recover,Leech Life,Lunge	270	12	Asserted	wild	0.1667	Derived	0.0	NA	FALSE
SPECIES_SPHEAL	Spheal	13	special_wall	weather_terrain_setter	special_wall:0.4974;weather_terrain_setter:0.4748	0.4974	0.4748	0.7932	-0.2958	F	0.0226	0.398	0.5	0.167	0.708	support	ABILITY_THICK_FAT	Calm	ITEM_BERRY_JUICE	TRUE	Blizzard,Rest,Snowscape,Rain Dance	290	1	Measured	starter:game_start	0.1667	Derived	0.0857	ITEM_LIFE_ORB	FALSE
SPECIES_TRANQUILL	Tranquill	13	special_wall	weather_terrain_setter	special_wall:0.4916;weather_terrain_setter:0.4628;hazard_remover:0.2378	0.4916	0.5253	0.7932	-0.3016	F	-0.0337	0.28	0.5	0.0	0.848	support	ABILITY_FRISK	Calm	ITEM_BERRY_JUICE	TRUE	Sky Attack,Roost,Defog,Sunny Day	358	15	Derived	evolution:EVO_LEVEL@16:from SPECIES_PIDOVE	0.3611	Derived	0.1997	ITEM_CHOICE_BAND	FALSE
SPECIES_VIBRAVA	Vibrava	13	special_wall	weather_terrain_setter	special_wall:0.4629;weather_terrain_setter:0.4579;hazard_remover:0.2329	0.4629	0.3704	0.7932	-0.3303	F	0.0925	0.261	0.5	0.167	0.708	support	ABILITY_LEVITATE	Calm	ITEM_BERRY_JUICE	TRUE	Draco Meteor,Sandstorm,Defog,Roost	340	6	Derived	evolution:EVO_LEVEL@34:from SPECIES_TRAPINCH	0.1389	Derived	0.1864	ITEM_LIFE_ORB	FALSE
SPECIES_SLOWPOKE	Slowpoke	13	speed_control	NA	speed_control:0.9143;physical_wall:0.7596;status_spreader:0.7343	0.9143	0.4443	0.6453	0.269	S	0.47	0.643	1.0	0.5	1.0	support	ABILITY_OBLIVIOUS	Calm	ITEM_BERRY_JUICE	TRUE	Future Sight,Yawn,Thunder Wave,Slack Off	315	1	Asserted	wild	0.2917	Derived	0.0	NA	FALSE
SPECIES_TINKATINK	Tinkatink	13	speed_control	NA	speed_control:0.8849;status_spreader:0.7049;screens_setter:0.7049	0.8849	0.3404	0.6453	0.2396	S	0.5445	0.349	1.0	0.5	1.0	support	ABILITY_MOLD_BREAKER	Calm	ITEM_BERRY_JUICE	TRUE	Steel Beam,Light Screen,Reflect,Thunder Wave	297	1	Measured	starter:game_start	0.2708	Derived	0.0	NA	FALSE
SPECIES_DUNSPARCE	Dunsparce	13	speed_control	NA	speed_control:0.8776;mixed_wall:0.7875;physical_wall:0.7313	0.8776	0.6433	0.6453	0.2323	S	0.2343	0.776	1.0	0.0	1.0	support	ABILITY_SERENE_GRACE	Calm	ITEM_BERRY_JUICE	TRUE	Double-Edge,Yawn,Roost,Thunder Wave	435	3	Asserted	wild	0.4028	Derived	0.0	NA	FALSE
SPECIES_DROWZEE	Drowzee	13	speed_control	NA	speed_control:0.8766;status_spreader:0.6966;screens_setter:0.6966	0.8766	0.3333	0.6453	0.2313	S	0.5433	0.599	1.0	0.167	1.0	support	ABILITY_INSOMNIA	Calm	ITEM_BERRY_JUICE	TRUE	Synchronoise,Hypnosis,Thunder Wave,Light Screen	328	1	Asserted	wild	0.0	Derived	0.0	NA	FALSE
SPECIES_GOTHORITA	Gothorita	13	speed_control	NA	speed_control:0.874;status_spreader:0.694;screens_setter:0.694	0.874	0.0	0.6453	0.2287	S	0.874	0.574	1.0	0.167	1.0	support	ABILITY_FRISK	Calm	ITEM_BERRY_JUICE	TRUE	Future Sight,Thunder Wave,Light Screen,Reflect	390	4	Derived	evolution:EVO_LEVEL@28:from SPECIES_GOTHITA	0.3194	Derived	0.0	NA	FALSE
SPECIES_CLEFFA	Cleffa	13	speed_control	NA	speed_control:0.8609;status_spreader:0.6809;screens_setter:0.6809	0.8609	0.0	0.6453	0.2156	A	0.8609	0.276	1.0	0.333	1.0	support	ABILITY_CUTE_CHARM	Calm	ITEM_BERRY_JUICE	TRUE	Play Rough,Light Screen,Reflect,Thunder Wave	218	13	Asserted	wild	0.1875	Derived	0.0	NA	FALSE
